name,country,region,wmo,icao,latitude,longitude,elevation,timezone,hourly_start,hourly_end,daily_start,daily_end,monthly_start,monthly_end,state
Holloman Air Force Base,US,NM,74732,KHMN,32.85,-106.1,1248.0,America/Denver,2006-01-03,2023-11-04,1949-01-01,2022-04-24,1949-01-01,2018-01-01,NM
Carlsbad / Livingston Wheeler,US,NM,,KCNM,32.3375,-104.2633,1004.0,America/Denver,1942-09-10,2023-11-04,1942-09-11,2022-04-24,1942-01-01,2021-01-01,NM
Clovis / Cannon Air Force Base,US,NM,,KCVS,34.3829,-103.3222,1309.0,America/Denver,1943-01-25,2023-11-04,1943-01-26,2022-04-24,1943-01-01,2021-01-01,NM
Farmington,US,NM,,KFMN,36.7413,-108.2299,1678.0,America/Denver,1973-01-01,2023-11-04,1973-01-01,2022-04-24,1982-01-01,2021-01-01,NM
Grants-Milan,US,NM,,KGNT,35.1673,-107.9021,1993.0,America/Denver,1948-01-01,2023-11-04,1948-01-02,2022-04-24,1948-01-01,2022-01-01,NM
Gallup / Allison,US,NM,,KGUP,35.5111,-108.7893,1973.0,America/Denver,1973-01-01,2023-11-04,1973-01-09,2022-04-24,1981-01-01,2021-01-01,NM
Hobbs,US,NM,,KHOB,32.6875,-103.217,1116.0,America/Denver,1942-11-01,2023-11-04,1942-11-02,2022-04-24,1943-01-01,2022-01-01,NM
Las Vegas / Arriba,US,NM,,KLVS,35.6542,-105.1424,2096.0,America/Denver,1946-08-01,2023-11-04,1946-08-02,2022-04-24,1946-01-01,2021-01-01,NM
Santa Fe / Cieneguilla,US,NM,,KSAF,35.6171,-106.0894,1935.0,America/Denver,1946-08-01,2023-11-04,1946-08-02,2022-04-24,1946-01-01,2021-01-01,NM
Elko / Coin,US,NV,70580,KEKO,40.8249,-115.7917,1567.0,America/Los_Angeles,1977-01-01,2023-11-04,1977-02-26,2022-04-24,1981-01-01,2021-01-01,NV
McCarran International Airport,US,NV,72386,KLAS,36.1167,-115.2667,663.0,America/Los_Angeles,1973-01-01,2023-11-04,1948-09-06,2023-10-31,1948-01-01,2022-01-01,NV
Desert Rock Airport,US,NV,72387,KDRA,36.6333,-116.0333,1010.0,America/Los_Angeles,1978-05-15,2023-11-04,1978-05-15,2023-10-31,1978-01-01,2022-01-01,NV
Eureka / Eunice Place,US,NV,72477,K05U,39.6042,-116.0051,1816.0,America/Los_Angeles,2017-01-21,2023-11-04,1997-08-13,2023-10-31,1997-01-01,2022-01-01,NV
Tonopah / Valley View,US,NV,72485,KTPH,38.0602,-117.0868,1655.0,America/Los_Angeles,1942-10-01,2023-11-04,1942-10-02,2022-04-24,1943-01-01,2022-01-01,NV
Ely Airport (Yelland Field),US,NV,72486,KELY,39.3,-114.85,1907.0,America/Los_Angeles,1973-01-01,2023-11-04,1888-04-01,2023-10-31,1888-01-01,2022-01-01,NV
Reno/Tahoe International  Airport,US,NV,72488,KRNO,39.4833,-119.7667,1345.0,America/Los_Angeles,1943-01-05,2023-11-04,1937-03-01,2023-10-31,1937-01-01,2022-01-01,NV
Lovelock / Granite Point,US,NV,72580,KLOL,40.0664,-118.5652,1191.0,America/Los_Angeles,1977-01-01,2023-11-04,1977-02-26,2023-11-01,1981-01-01,2022-01-01,NV
Winnemucca Municipal Airport,US,NV,72583,KWMC,40.9,-117.8,1312.0,America/Los_Angeles,1973-01-01,2023-11-04,1877-07-01,2023-10-31,1877-01-01,2022-01-01,NV
Fallon / Fallon Station,US,NV,,KNFL,39.4178,-118.6986,1199.0,America/Los_Angeles,1973-01-01,2023-11-04,1984-07-20,2022-04-24,1990-01-01,2021-01-01,NV
LaGuardia Airport,US,NY,72503,KLGA,40.7833,-73.05,7.0,America/New_York,1973-01-01,2023-11-04,1939-10-07,2023-10-31,1939-01-01,2022-01-01,NY
Islip / Lakeland,US,NY,72505,KISP,40.7953,-73.1002,30.0,America/New_York,1973-01-01,2023-11-04,1963-09-05,2023-10-31,1963-01-01,2022-01-01,NY
Binghamton Regional Airport,US,NY,72515,KBGM,42.2,-75.15,499.0,America/New_York,1973-01-01,2023-11-04,1951-05-25,2023-10-31,1951-01-01,2022-01-01,NY
Albany International Airport,US,NY,72518,KALB,42.75,-73.1333,87.0,America/New_York,1946-01-01,2023-11-04,1938-06-01,2023-10-31,1938-01-01,2022-01-01,NY
Syracuse Hancock International  Airport,US,NY,72519,KSYR,43.1167,-76.1,125.0,America/New_York,1942-10-01,2023-11-04,1938-05-01,2023-10-31,1938-01-01,2022-01-01,NY
Glens Falls / Dix Mobile Home Park,US,NY,72522,KGFL,43.3412,-73.6103,100.0,America/New_York,1973-01-01,2023-11-04,1944-05-01,2023-10-31,1944-01-01,2022-01-01,NY
"Dansville / Municipal, Ny.",US,NY,72523,,42.5667,-77.7167,202.0,America/New_York,,,1945-11-01,2023-10-30,1945-01-01,2022-01-01,NY
Buffalo Airport,US,NY,72528,KBUF,42.9333,-78.7333,221.0,America/New_York,1942-02-01,2023-11-04,1938-05-01,2023-10-31,1938-01-01,2022-01-01,NY
Greater Rochester International,US,NY,72529,KROC,43.1167,-77.6833,170.0,America/New_York,1973-01-01,2023-11-04,1926-01-02,2023-10-31,1926-01-01,2022-01-01,NY
Fort Drum / Wheeler-Sack U. S. Army Airfield,US,NY,74370,KGTB,44.05,-75.7333,207.0,America/New_York,2006-01-01,2023-11-04,1952-01-04,2022-04-25,1953-01-01,2022-01-01,NY
"Verona, Ny. Af",US,NY,74480,KRME,43.1333,-75.6,0.0,America/New_York,1942-07-01,2023-11-04,1942-07-02,2022-04-25,1942-01-01,2022-01-01,NY
John F. Kennedy Airport,US,NY,74486,KJFK,40.6333,-73.7667,4.0,America/New_York,1973-01-01,2023-11-04,1948-07-17,2023-10-31,1948-01-01,2022-01-01,NY
Watertown / Breezy Knoll Mobile Home Park,US,NY,,KART,43.9919,-76.0217,100.0,America/New_York,1949-05-01,2023-11-04,1949-05-05,2022-04-24,1949-01-01,2022-01-01,NY
Elmira / Big Flats Airport,US,NY,,KELM,42.1599,-76.8916,291.0,America/New_York,1973-01-01,2023-11-04,1973-01-01,2022-04-24,2005-01-01,2021-01-01,NY
Westhampton Beach / Suffolk Pines,US,NY,,KFOK,40.8437,-72.6318,20.0,America/New_York,1943-07-18,2023-11-04,1943-09-08,2022-04-24,1943-01-01,2021-01-01,NY
White Plains / Sarosca Farm Estates,US,NY,,KHPN,41.0669,-73.7076,134.0,America/New_York,1973-01-01,2023-11-04,1973-01-02,2022-04-24,1974-01-01,2021-01-01,NY
Niagara Falls / Walmore,US,NY,,KIAG,43.1073,-78.9462,180.0,America/New_York,1951-06-12,2023-11-04,1951-06-13,2022-04-24,1951-01-01,2022-01-01,NY
Massena / Massena Center,US,NY,,KMSS,44.9358,-74.8456,68.0,America/New_York,1991-01-01,2023-11-04,1991-01-01,2022-04-24,1991-01-01,2022-01-01,NY
New York City / Yorkville,US,NY,,KNYC,40.7789,-73.9692,3.0,America/New_York,1943-12-01,2023-11-04,1943-12-02,2022-04-24,1944-01-01,2021-01-01,NY
Plattsburgh / Lts Mobile Home Park,US,NY,,KPBG,44.6509,-73.4681,71.0,America/New_York,1956-01-15,2023-11-04,1956-01-16,2022-04-24,1956-01-01,2021-01-01,NY
Poughkeepsie  /  New Hackensack,US,NY,,KPOU,41.6266,-73.8842,50.0,America/New_York,1973-01-01,2023-11-04,1973-01-04,2022-04-24,1974-01-01,2022-01-01,NY
Mansfield / Amoy,US,OH,72420,KMFD,40.8214,-82.5166,395.0,America/New_York,2005-01-01,2023-11-04,1948-08-01,2023-11-01,1948-01-01,2022-01-01,OH
"Wilmington, Oh.",US,OH,72426,KILN,39.4167,-83.8167,317.0,America/New_York,1943-08-01,2023-11-04,1943-08-18,2023-10-31,1943-01-01,2022-01-01,OH
Port Columbus International  Airport,US,OH,72428,KCMH,40.0,-82.05,248.0,America/New_York,1945-04-01,2023-11-04,1945-04-01,2023-10-31,1945-01-01,2022-01-01,OH
Cox Dayton International,US,OH,72429,KDAY,39.9,-84.2167,308.0,America/New_York,1973-01-01,2023-11-04,1948-01-01,2023-10-31,1948-01-01,2022-01-01,OH
Akron-Canton Regional Airport,US,OH,72521,KCAK,40.9167,-81.45,374.0,America/New_York,1973-01-01,2023-11-04,1948-07-01,2023-10-31,1948-01-01,2022-01-01,OH
Cleveland-Hopkins International,US,OH,72524,KCLE,41.4,-81.85,241.0,America/New_York,1973-01-01,2023-11-04,1938-05-01,2023-10-31,1938-01-01,2022-01-01,OH
Youngstown-Warren Reg Airprt,US,OH,72525,KYNG,41.25,-80.6667,365.0,America/New_York,1948-01-01,2023-11-04,1934-08-01,2023-10-31,1934-01-01,2022-01-01,OH
Toledo Express Airport,US,OH,72536,KTOL,41.5833,-83.8,208.0,America/New_York,1973-01-01,2023-11-04,1955-01-01,2023-10-31,1955-01-01,2022-01-01,OH
Dayton / Wright-Patterson Air Force Base,US,OH,74570,KFFO,39.8333,-84.05,251.0,America/New_York,1936-05-01,2023-11-04,1937-10-02,2022-04-25,1937-01-01,2022-01-01,OH
Findlay / West Park,US,OH,,KFDY,41.012,-83.6686,248.0,America/New_York,1973-01-01,2023-11-04,1973-01-01,2022-04-24,2000-01-01,2022-01-01,OH
Columbus / Lockbourne,US,OH,,KLCK,39.8138,-82.9278,227.0,America/New_York,1942-08-01,2023-11-04,1942-08-19,2022-04-24,1942-01-01,2021-01-01,OH
Cincinnati / Columbia,US,OH,,KLUK,39.1033,-84.4186,147.0,America/New_York,1973-01-01,2023-11-04,1973-01-01,2022-04-24,1999-01-01,2022-01-01,OH
Zanesville / Georgetown,US,OH,,KZZV,39.9444,-81.8921,274.0,America/New_York,1973-01-01,2023-11-04,1973-01-01,2022-04-24,2001-01-01,2021-01-01,OH
Altus Air Force Base,US,OK,72352,KLTS,34.65,-99.2667,420.0,America/Chicago,1943-02-01,2023-11-04,1943-02-02,2022-04-25,1943-01-01,2021-01-01,OK
Will Rogers World Airport,US,OK,72353,KOKC,35.3886,-97.6003,398.0,America/Chicago,1941-12-14,2023-11-04,1941-12-14,2023-10-31,1942-01-01,2022-01-01,OK
Tinker Air Force Base,US,OK,72354,KTIK,35.4167,-97.3833,394.0,America/Chicago,1942-12-14,2023-11-04,1942-12-15,2022-04-25,1943-01-01,2021-01-01,OK
Fort Sill,US,OK,72355,KFSI,34.6,-98.4,362.0,America/Chicago,1939-09-01,2023-11-04,1939-09-01,2022-04-25,1939-01-01,2021-01-01,OK
Tulsa International Airport,US,OK,72356,KTUL,36.2,-95.8881,206.0,America/Chicago,1947-01-01,2023-11-04,1938-12-01,2023-10-31,1938-01-01,2022-01-01,OK
"Woodward, West Woodward Airport",US,OK,74641,KWWR,36.4333,-99.5167,667.0,America/Chicago,2005-01-01,2023-11-04,1904-05-01,2023-10-31,1904-01-01,2022-01-01,OK
Hobart / Babbs,US,OK,,KHBR,34.9913,-99.0514,476.0,America/Chicago,1973-01-01,2023-11-04,1973-01-01,2022-04-23,1999-01-01,2022-01-01,OK
McAlester / Frink,US,OK,,KMLC,34.8824,-95.7835,235.0,America/Chicago,1953-07-01,2023-11-04,1953-07-02,2022-04-24,1953-01-01,2022-01-01,OK
Ponca City,US,OK,,KPNC,36.7319,-97.0998,307.0,America/Chicago,1946-08-01,2023-11-04,1946-08-02,2022-04-24,1946-01-01,2010-01-01,OK
Rogue Valley International  Airport,US,OR,72597,KMFR,42.3833,-122.8833,406.0,America/Los_Angeles,1973-01-01,2023-11-04,1928-01-01,2023-10-31,1928-01-01,2022-01-01,OR
Burns Municipal Airport,US,OR,72683,KBNO,43.6,-118.95,1263.0,America/Los_Angeles,1973-01-01,2023-11-04,1973-01-01,2023-10-31,1973-01-01,2022-01-01,OR
Pendleton Municipal Airport,US,OR,72688,KPDT,46.1667,-119.3833,455.0,America/Los_Angeles,1942-01-01,2023-11-04,1928-01-01,2023-10-30,1928-01-01,2022-01-01,OR
Edenbower,US,OR,72690,KRBG,43.23,-123.35,160.0,America/Los_Angeles,1980-05-14,2023-11-04,1997-06-26,2022-04-25,2005-01-01,2022-01-01,OR
North Bend,US,OR,72691,KOTH,43.4169,-124.247,5.0,America/Los_Angeles,1977-01-01,2023-11-04,1977-02-26,2022-04-25,1981-01-01,2022-01-01,OR
Robert Field Arpt / Redmond,US,OR,72692,,44.2539,-121.15,937.0,America/Los_Angeles,,,1948-05-01,2023-10-30,1948-01-01,2022-01-01,OR
Mahlon Sweet Field,US,OR,72693,KEUG,44.1333,-123.2167,111.0,America/Los_Angeles,1973-01-01,2023-11-04,1938-06-01,2023-10-31,1938-01-01,2022-01-01,OR
Salem McNary Field,US,OR,72694,KSLE,44.9,-123.0,64.0,America/Los_Angeles,1973-01-01,2023-11-04,1892-12-01,2023-10-31,1892-01-01,2022-01-01,OR
Portland International  Airport,US,OR,72698,KPDX,45.5833,-122.6,8.0,America/Los_Angeles,1936-05-01,2023-11-04,1936-05-01,2023-10-31,1936-01-01,2022-01-01,OR
Port Of Astoria Airport,US,OR,72791,KAST,46.15,-123.8833,3.0,America/Los_Angeles,1973-01-01,2023-11-04,1953-01-16,2023-10-31,1953-01-01,2022-01-01,OR
Baker / Estes (Historical),US,OR,,KBKE,44.8373,-117.8091,1028.0,America/Los_Angeles,1973-01-01,2023-11-04,1973-01-01,2022-04-24,2001-01-01,2022-01-01,OR
The Dalles / Dallesport,US,OR,,KDLS,45.6186,-121.1673,75.0,America/Los_Angeles,1973-01-01,2023-11-04,1973-01-01,2022-04-24,2001-01-01,2022-01-01,OR
La Grande / Island City,US,OR,,KLGD,45.2902,-118.0071,828.0,America/Los_Angeles,1988-05-06,2023-11-04,1992-03-02,2022-04-23,2005-01-01,2021-01-01,OR
Klamath Falls / Falcon Heights,US,OR,,KLMT,42.1561,-121.7332,1248.0,America/Los_Angeles,1959-09-01,2023-11-04,1959-09-02,2022-04-24,1959-01-01,2022-01-01,OR
Meacham,US,OR,,KMEH,45.5167,-118.4,1236.0,America/Los_Angeles,1973-01-01,2023-11-04,1973-01-01,2022-04-24,1977-01-01,2021-01-01,OR
Ontario / Cairo,US,OR,,KONO,44.0194,-117.013,668.0,America/Boise,1973-01-01,2023-11-04,1997-06-03,2022-04-24,2005-01-01,2021-01-01,OR
Redmond,US,OR,,KRDM,44.2541,-121.15,939.0,America/Los_Angeles,1942-01-01,2023-11-04,1942-01-02,2022-04-24,1943-01-01,2021-01-01,OR
Sexton Summit / Hugo,US,OR,,KSXT,42.6,-123.3667,1170.0,America/Los_Angeles,1973-01-01,2023-11-04,1973-01-04,2022-04-24,1979-01-01,2021-01-01,OR
Harrisburg,US,PA,72399,KMDT,40.1932,-76.7626,95.0,America/New_York,2005-01-01,2023-11-04,1941-01-01,2023-10-31,1941-01-01,2022-01-01,PA
Philadelphia International Airport,US,PA,72408,KPHL,39.8667,-75.2333,6.0,America/New_York,1973-01-01,2023-11-04,1940-07-01,2023-10-31,1940-01-01,2022-01-01,PA
Harrisburg / New Market,US,PA,72511,KCXY,40.2171,-76.8515,106.0,America/New_York,1991-01-01,2023-11-04,1939-01-01,2023-10-30,1939-01-01,2022-01-01,PA
Philipsburg / Beaver Mills,US,PA,72512,KPSB,40.8844,-78.0873,594.0,America/New_York,1985-05-31,1986-08-27,1985-06-08,2023-11-01,2002-01-01,2022-01-01,PA
Wilkes-Barre/Scranton International,US,PA,72513,KAVP,41.3333,-75.0667,293.0,America/New_York,1973-01-01,2023-11-04,1949-01-01,2023-10-31,1949-01-01,2022-01-01,PA
Williamsport-Lycoming County,US,PA,72514,KIPT,41.25,-76.9167,161.0,America/New_York,1973-01-01,2023-11-04,1901-01-30,2023-10-31,1948-01-01,2022-01-01,PA
Lehigh Valley International  Airport,US,PA,72517,KABE,40.65,-75.45,120.0,America/New_York,1973-01-01,2023-11-04,1948-01-01,2023-10-31,1948-01-01,2022-01-01,PA
Greater Pittsburgh International,US,PA,72520,KPIT,40.4833,-80.0667,367.0,America/New_York,1945-02-01,2023-11-04,1945-02-01,2023-11-01,1945-01-01,2022-01-01,PA
Erie International Airport,US,PA,72526,KERI,42.0833,-80.1833,223.0,America/New_York,1973-01-01,2023-11-04,1926-01-01,2023-10-31,1926-01-01,2022-01-01,PA
Altoona / Martinsburg,US,PA,,KAOO,40.2964,-78.32,458.0,America/New_York,1973-01-01,2023-11-04,1973-01-01,2022-04-24,1999-01-01,2022-01-01,PA
Bradford / Mount Alton,US,PA,,KBFD,41.8031,-78.6401,653.0,America/New_York,1973-01-01,2023-11-04,1973-01-01,2022-04-24,1981-01-01,2022-01-01,PA
Du Bois / Allens Mills,US,PA,,KDUJ,41.1783,-78.8987,554.0,America/New_York,1973-01-01,2023-11-04,1973-01-01,2022-04-24,2005-01-01,2022-01-01,PA
Franklin / Mapledale,US,PA,,KFKL,41.3779,-79.8604,469.0,America/New_York,1973-01-01,2023-11-04,1991-09-20,2022-04-24,2007-01-01,2022-01-01,PA
Johnstown / Wissingertown,US,PA,,KJST,40.3161,-78.8339,696.0,America/New_York,1973-01-01,2023-11-04,1991-03-23,2022-04-24,2005-01-01,2021-01-01,PA
Philadelphia / Ashton Wooden Bridge,US,PA,,KPNE,40.0819,-75.0106,37.0,America/New_York,1973-01-01,2023-11-04,1973-01-02,2022-04-24,2005-01-01,2021-01-01,PA
Providence Green State Airport,US,RI,72507,KPVD,41.7333,-71.4333,17.0,America/New_York,1942-08-01,2023-11-04,1942-08-01,2023-10-31,1942-01-01,2022-01-01,RI
Block Island / New Shoreham Center,US,RI,,KBID,41.1681,-71.5778,33.0,America/New_York,1990-01-01,2023-11-04,1990-01-01,2022-04-24,1990-01-01,2021-01-01,RI
Charleston Airport,US,SC,72208,KCHS,32.9,-80.0333,14.0,America/New_York,1945-01-01,2023-11-04,1937-03-01,2023-10-31,1937-01-01,2022-01-01,SC
Columbia Metropolitan Airport,US,SC,72310,KCAE,33.95,-81.1167,72.0,America/New_York,1942-04-24,2023-11-04,1942-04-24,2023-11-01,1942-01-01,2022-01-01,SC
Greer Greenville Spartburg,US,SC,72312,KGSP,34.8833,-82.05,296.0,America/New_York,1973-01-01,2023-11-04,1962-10-15,2023-10-31,1962-01-01,2022-01-01,SC
Anderson / Greenbriar,US,SC,72319,KAND,34.4946,-82.7094,238.0,America/New_York,1973-01-01,2023-11-04,1899-06-01,2023-10-29,1899-01-01,2022-01-01,SC
Shaw Air Force Base,US,SC,74790,KSSC,33.9667,-80.4833,74.0,America/New_York,1941-12-22,2023-11-04,1941-12-23,2022-04-25,1942-01-01,2022-01-01,SC
Myrtle Beach Air Force Base,US,SC,74791,KMYR,33.6833,-78.9333,8.0,America/New_York,1942-11-01,2023-11-04,1942-11-02,2022-04-25,1942-01-01,2022-01-01,SC
Florence / Malibu,US,SC,,KFLO,34.1854,-79.7239,45.0,America/New_York,1973-01-01,2023-11-04,1973-01-01,2022-04-24,1999-01-01,2021-01-01,SC
Greenville / Woods (Historical),US,SC,,KGMU,34.8479,-82.35,319.0,America/New_York,1942-09-08,2023-11-04,1942-09-09,2022-04-24,1942-01-01,2021-01-01,SC
Beaufort / Grays Hill,US,SC,,KNBC,32.4806,-80.7192,11.0,America/New_York,1945-04-01,2023-11-04,1945-04-02,2022-04-24,1945-01-01,2021-01-01,SC
Sioux Falls Foss Field,US,SD,72651,KFSD,43.5833,-96.75,436.0,America/Chicago,1942-10-01,2023-11-04,1932-01-01,2023-10-31,1932-01-01,2022-01-01,SD
"Pickstown, Sd.",US,SD,72652,,43.0667,-98.5333,453.0,America/Chicago,,,1948-01-01,2017-04-16,1948-01-01,2017-01-01,SD
Chamberlain Municipal Airport,US,SD,72653,K9V9,43.7667,-99.3167,517.0,America/Chicago,2006-01-01,2023-11-04,1998-02-01,2023-10-31,1998-01-01,2022-01-01,SD
Huron Regional Airport,US,SD,72654,KHON,44.3833,-98.2333,393.0,America/Chicago,1973-01-01,2023-11-04,1881-07-01,2023-10-31,1881-01-01,2022-01-01,SD
"Winner, Bob Wiley Field Airport",US,SD,72656,KSFD,43.3833,-99.8333,619.0,America/Chicago,,,1893-01-01,2023-10-31,1893-01-01,2022-01-01,SD
Aberdeen Regional Airport,US,SD,72659,KABR,45.45,-98.4167,397.0,America/Chicago,1973-01-01,2023-11-04,1893-01-01,2023-10-31,1893-01-01,2022-01-01,SD
Rapid City Regional Airport,US,SD,72662,KRAP,44.05,-103.05,976.0,America/Denver,1973-01-01,2023-11-04,1948-05-01,2023-10-31,1948-01-01,2022-01-01,SD
Watertown,US,SD,,KATY,44.914,-97.1547,533.0,America/Chicago,1948-01-01,2023-11-04,1948-01-24,2022-04-24,1948-01-01,2022-01-01,SD
Philip,US,SD,,KPHP,44.0486,-101.5991,673.0,America/Denver,1998-08-10,2023-11-04,1998-08-11,2022-04-24,2005-01-01,2022-01-01,SD
Pierre / Alto,US,SD,,KPIR,44.3827,-100.286,532.0,America/Chicago,1944-03-01,2023-11-04,1973-01-01,2022-04-24,1981-01-01,2020-01-01,SD
Lovell Field,US,TN,72324,KCHA,35.0333,-85.2,208.0,America/New_York,1973-01-01,2023-11-04,1938-04-01,2023-10-31,1938-01-01,2022-01-01,TN
Crossville / Howard Springs,US,TN,72325,KCSV,35.9513,-85.085,573.0,America/Chicago,2005-01-01,2023-11-04,1954-04-21,2023-10-31,1954-01-01,2022-01-01,TN
McGhee Tyson Airport,US,TN,72326,KTYS,35.8167,-83.9833,299.0,America/New_York,1948-01-01,2023-11-04,1910-01-01,2023-10-31,1910-01-01,2022-01-01,TN
Nashville Airport,US,TN,72327,KBNA,36.1167,-86.6833,183.0,America/Chicago,1951-01-01,2023-11-04,1948-01-01,2023-10-31,1948-01-01,2022-01-01,TN
Memphis International Airport,US,TN,72334,KMEM,35.0333,-89.9833,102.0,America/Chicago,1946-10-01,2023-11-04,1940-01-01,2023-10-31,1940-01-01,2022-01-01,TN
Bristol / Holston,US,TN,72335,KTRI,36.4752,-82.4074,463.0,America/New_York,1991-01-01,2023-11-04,1937-10-01,2023-10-31,1937-01-01,2022-01-01,TN
Jackson Square,US,TN,72427,,36.0231,-84.2331,263.0,America/New_York,,,1948-08-04,2023-10-31,1948-01-01,2022-01-01,TN
Dyersburg / South Dyersburg,US,TN,,KDYR,35.998,-89.4066,103.0,America/Chicago,1943-04-12,2023-11-04,1943-04-13,2022-04-24,1943-01-01,2022-01-01,TN
Jackson / Oak Grove,US,TN,,KMKL,35.5999,-88.9156,132.0,America/Chicago,1973-01-01,2023-11-04,1973-01-01,2022-04-24,1999-01-01,2021-01-01,TN
Abilene / Tye,US,TX,69019,KDYS,32.4198,-99.8554,545.0,America/Chicago,1943-12-01,2023-11-04,1943-12-02,2022-04-25,1944-01-01,1996-01-01,TX
Southeast Texas Rgnl Airport,US,TX,72241,KBPT,30.5833,-94.1333,5.0,America/Chicago,1973-01-01,2023-11-04,1947-10-01,2023-10-30,1947-01-01,2022-01-01,TX
Scholes Field,US,TX,72242,KGLS,29.2667,-94.8667,2.0,America/Chicago,1993-01-01,2023-11-04,1946-08-01,2023-10-31,1946-01-01,2022-01-01,TX
Houston Intercontinental,US,TX,72243,KIAH,30.0,-95.3667,30.0,America/Chicago,1973-01-01,2023-11-04,1969-06-01,2023-10-31,1969-01-01,2022-01-01,TX
Houston / Olcott,US,TX,72244,KEFD,29.6073,-95.1587,10.0,America/Chicago,1941-07-01,2023-11-04,1930-08-01,2023-10-31,1930-01-01,2022-01-01,TX
Longview Gregg County Airport,US,TX,72247,KGGG,32.3833,-94.7167,111.0,America/Chicago,1991-02-04,2023-11-04,1991-02-07,2023-10-31,1991-01-01,2022-01-01,TX
Fort Worth,US,TX,72249,KFWD,32.8333,-97.3,196.0,America/Chicago,,,1948-08-01,2023-10-31,1948-01-01,2022-01-01,TX
Brownsville/South Padre Is,US,TX,72250,KBRO,25.9,-97.4231,7.0,America/Chicago,1947-01-01,2023-11-04,1898-12-01,2023-10-31,1898-01-01,2022-01-01,TX
Corpus Christi International,US,TX,72251,KCRP,27.7667,-97.0167,13.0,America/Chicago,1946-08-01,2023-11-04,1946-08-01,2023-10-31,1946-01-01,2022-01-01,TX
"Laredo, Laredo International Airport",US,TX,72252,KLRD,27.5333,-99.45,155.0,America/Chicago,2008-11-24,2023-11-04,1965-03-15,2023-10-31,1965-01-01,2022-01-01,TX
San Antonio International  Airport,US,TX,72253,KSAT,29.5333,-98.4667,247.0,America/Chicago,1946-08-14,2023-11-04,1946-08-14,2023-10-31,1946-01-01,2022-01-01,TX
Camp Mabry/Austin City Asos,US,TX,72254,KATT,30.3167,-97.7667,201.0,America/Chicago,2000-01-01,2023-11-04,1938-06-01,2023-10-29,1938-01-01,2022-01-01,TX
Victoria Regional Airport,US,TX,72255,KVCT,28.8667,-96.1,35.0,America/Chicago,1941-11-04,2023-11-04,1941-11-04,2023-10-31,1953-01-01,2022-01-01,TX
Waco Regional Airport,US,TX,72256,KACT,31.6,-97.05,157.0,America/Chicago,1942-05-14,2023-11-04,1941-01-01,2023-10-31,1941-01-01,2022-01-01,TX
"Fort Hood, Hood Aaf Ft Hood",US,TX,72257,KHLR,31.1333,-97.7,282.0,America/Chicago,1960-11-01,2023-11-04,1960-11-01,2023-10-06,1961-01-01,2020-01-01,TX
Dallas / Oldham,US,TX,72258,KDAL,32.8471,-96.8518,148.0,America/Chicago,1946-07-26,2023-11-04,1939-08-01,2023-10-31,1939-01-01,2022-01-01,TX
Dallas/Ft. Worth International  Airport,US,TX,72259,KDFW,32.9,-97.0333,184.0,America/Chicago,1973-01-01,2023-11-04,1948-01-01,2023-10-06,1948-01-01,2022-01-01,TX
"Stephenville, Clark Field Municipal Airport",US,TX,72260,KSEP,32.2167,-98.1833,403.0,America/Chicago,1984-01-01,2023-11-03,1918-05-01,2023-11-01,1918-01-01,2022-01-01,TX
Del Rio International  Airport,US,TX,72261,KDRT,29.3667,-100.9167,304.0,America/Chicago,1946-08-09,2023-11-04,1946-08-09,2023-10-06,1946-01-01,2021-01-01,TX
Guadalupe Pass,US,TX,72262,KGDP,31.8333,-104.8167,1663.0,America/Chicago,1977-08-27,2023-11-04,1948-01-01,2023-10-31,1948-01-01,2022-01-01,TX
Mathis Field,US,TX,72263,KSJT,31.35,-100.5,584.0,America/Chicago,1948-02-15,2023-11-04,1907-08-01,2023-10-31,1907-01-01,2022-01-01,TX
Marfa,US,TX,72264,KMRF,30.3667,-104.0167,1478.0,America/Chicago,1936-12-01,2023-11-04,1942-12-02,2022-04-25,1943-01-01,2021-01-01,TX
Midland International Airport,US,TX,72265,KMAF,31.9333,-102.2,875.0,America/Chicago,1948-02-01,2023-11-04,1930-06-01,2023-10-31,1930-01-01,2022-01-01,TX
Abilene Regional Airport,US,TX,72266,KABI,32.4167,-99.6833,546.0,America/Chicago,1946-08-01,2023-11-04,1946-08-01,2023-10-31,1946-01-01,2022-01-01,TX
Lubbock International Airport,US,TX,72267,KLBB,33.6667,-101.8167,1000.0,America/Chicago,1945-08-10,2023-11-04,1945-08-10,2023-10-31,1946-01-01,2022-01-01,TX
El Paso International Airport,US,TX,72270,KELP,31.8167,-106.3833,1206.0,America/Denver,1941-04-01,2023-11-04,1938-04-01,2023-10-31,1938-01-01,2022-01-01,TX
Wichita Falls Sheppard Afb,US,TX,72351,KSPS,33.9833,-98.4928,309.0,America/Chicago,1942-04-13,2023-11-04,1897-01-01,2023-10-31,1897-01-01,2022-01-01,TX
Amarillo International  Airport,US,TX,72363,KAMA,35.2167,-101.7167,1099.0,America/Chicago,1943-03-01,2023-11-04,1943-03-01,2023-10-31,1943-01-01,2022-01-01,TX
Dalhart / Rehm,US,TX,74736,KDHT,36.0226,-102.5473,1217.0,America/Chicago,2005-01-01,2023-11-04,1948-12-10,2023-10-31,1949-01-01,2022-01-01,TX
